"pkmnFormId","pkmnSpeciesId","orderNum","name","formName","formTypeId","regionId","isDefault","isBattleOnly","isCosmetic","isEvent","isSexuallyDimorphic","isSpecial","typeId1","typeId2","hp","att","def","spAtt","spDef","spd","specialStat","height","weight","generationId","genderRatioId","colorId","shapeId","abilityId1","abilityId2","abilityIdHidden","eggGroupId1","eggGroupId2","category","friendship","exp","hpEVs","attEVs","defEVs","spAttEVs","spDefEVs","spdEVs","friendAreaId","isGigantic","pSpeed","pPower","pSkill","pStamina","pJump","pokeAPIId","pokeAPIPokemonId"
"408","297","0","Hariyama",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"144","120","60","40","60","50",NULL,"23","2538","3","6","3","12","47","62","125","8",NULL,"Arm Thrust","50","166","2","0","0","0","0","0","35","0","1,2,2","2,5,5","1,2,3","1,3,4","2,2,5","297","297"
"409","298","0","Azurill",NULL,NULL,NULL,"1","0","0","0","0","0","1","18","50","20","40","20","40","20",NULL,"2","20","3","4","2","7","47","37","157","15",NULL,"Polka Dot","50","38","1","0","0","0","0","0","25","0","1,4,5","1,1,2","1,2,3","1,2,3","2,3,4","298","298"
"410","299","0","Nosepass",NULL,NULL,NULL,"1","0","0","0","0","0","6",NULL,"30","45","135","45","90","30",NULL,"10","970","3","5","4","12","5","42","159","10",NULL,"Compass","50","75","0","0","1","0","0","0","48","0","1,1,2","1,3,4","1,2,3","1,4,5","2,2,3","299","299"
"411","300","0","Skitty",NULL,NULL,NULL,"1","0","0","0","0","0","1",NULL,"50","45","45","35","35","50",NULL,"6","110","3","4","6","8","56","96","147","5","6","Kitten","50","52","0","0","0","0","0","1","69","0","2,4,5","1,3,3","1,3,3","1,2,3","2,3,4","300","300"
"412","301","0","Delcatty",NULL,NULL,NULL,"1","0","0","0","0","0","1",NULL,"70","65","65","55","55","90",NULL,"11","326","3","4","7","8","56","96","147","5","6","Prim","50","140","1","0","0","0","0","1","69","0","3,4,5","1,2,3","1,4,4","1,3,4","2,3,4","301","301"
"413","302","0","Sableye",NULL,NULL,NULL,"1","0","0","0","0","0","17","8","50","75","75","65","65","50",NULL,"5","110","3","5","7","12","51","100","158","8",NULL,"Darkness","35","133","0","1","1","0","0","0","36","0","1,3,4","1,3,4","1,3,4","1,3,4","2,3,3","302","302"
"414","302","1","Mega Sableye","Mega","3",NULL,"0","1","0","0","0","0","17","8","50","85","125","85","115","20",NULL,"5","1610","6","5","7","12","156",NULL,NULL,"8",NULL,"Darkness","35","168","0","1","1","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10168","10066"
"415","303","0","Mawile",NULL,NULL,NULL,"1","0","0","0","0","0","9","18","50","85","85","55","55","50",NULL,"6","115","3","5","1","12","52","22","125","5","6","Deceiver","50","133","0","1","1","0","0","0","48","0","1,4,4","2,3,5","1,3,4","1,4,4","2,2,3","303","303"
"416","303","1","Mega Mawile","Mega","3",NULL,"0","1","0","0","0","0","9","18","50","105","125","55","95","50",NULL,"10","235","6","5","1","12","37",NULL,NULL,"5","6","Deceiver","50","168","0","1","1","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10152","10052"
"417","304","0","Aron",NULL,NULL,NULL,"1","0","0","0","0","0","9","6","50","70","100","40","40","30",NULL,"4","600","3","5","4","8","5","69","134","1",NULL,"Iron Armor","35","66","0","0","1","0","0","0","32","0","1,3,3","1,4,4","1,2,3","1,3,3","2,2,2","304","304"
"418","305","0","Lairon",NULL,NULL,NULL,"1","0","0","0","0","0","9","6","60","90","140","50","50","40",NULL,"9","1200","3","5","4","8","5","69","134","1",NULL,"Iron Armor","35","151","0","0","2","0","0","0","32","0","1,2,3","2,4,5","1,3,4","1,3,4","2,2,2","305","305"
"419","306","0","Aggron",NULL,NULL,NULL,"1","0","0","0","0","0","9","6","70","110","180","60","60","50",NULL,"21","3600","3","5","4","6","5","69","134","1",NULL,"Iron Armor","35","265","0","0","3","0","0","0","32","0","1,1,2","3,5,5","1,4,4","1,4,4","2,2,2","306","306"
"420","306","1","Mega Aggron","Mega","3",NULL,"0","1","0","0","0","0","9",NULL,"70","140","230","60","80","50",NULL,"22","3950","6","5","4","6","111",NULL,NULL,"1",NULL,"Iron Armor","35","315","0","0","3","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10153","10053"
"421","307","0","Meditite",NULL,NULL,NULL,"1","0","0","0","1","0","2","14","30","40","55","40","55","60",NULL,"6","112","3","5","2","12","74",NULL,"140","8",NULL,"Meditate","50","56","0","0","0","0","0","1","35","0","1,2,2","1,2,2","1,5,5","1,2,3","2,2,5","307","307"
"422","308","0","Medicham",NULL,NULL,NULL,"1","0","0","0","1","0","2","14","60","60","75","60","75","80",NULL,"13","315","3","5","8","12","74",NULL,"140","8",NULL,"Meditate","50","144","0","0","0","0","0","2","35","0","1,3,5","1,3,5","1,4,5","1,2,3","2,3,4","308","308"
"423","308","1","Mega Medicham","Mega","3",NULL,"0","1","0","0","0","0","2","14","60","100","85","80","85","100",NULL,"13","315","6","5","8","12","74",NULL,NULL,"8",NULL,"Meditate","50","179","0","0","0","0","0","2",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10154","10054"
"424","309","0","Electrike",NULL,NULL,NULL,"1","0","0","0","0","0","13",NULL,"40","45","40","65","40","65",NULL,"6","152","3","5","5","8","9","31","58","5",NULL,"Lightning","50","59","0","0","0","0","0","1","2","0","1,4,5","1,2,3","1,2,4","1,2,3","2,2,4","309","309"
"425","310","0","Manectric",NULL,NULL,NULL,"1","0","0","0","0","0","13",NULL,"70","75","60","105","60","105",NULL,"15","402","3","5","10","8","9","31","58","5",NULL,"Discharge","50","166","0","0","0","0","0","2","2","0","1,4,5","1,3,3","1,4,4","1,3,3","2,3,4","310","310"
"426","310","1","Mega Manectric","Mega","3",NULL,"0","1","0","0","0","0","13",NULL,"70","75","80","135","80","135",NULL,"18","440","6","5","10","8","22",NULL,NULL,"5",NULL,"Discharge","50","201","0","0","0","0","0","2",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10155","10055"
"427","311","0","Plusle",NULL,NULL,NULL,"1","0","0","0","0","0","13",NULL,"60","50","40","85","75","95",NULL,"4","42","3","5","10","6","57",NULL,"31","6",NULL,"Cheering","50","142","0","0","0","0","0","1","2","0","1,4,4","1,2,2","1,2,2","1,2,3","2,3,4","311","311"
"428","312","0","Minun",NULL,NULL,NULL,"1","0","0","0","0","0","13",NULL,"60","40","50","75","85","95",NULL,"4","42","3","5","10","6","58",NULL,"10","6",NULL,"Cheering","50","142","0","0","0","0","0","1","2","0","1,4,4","1,2,2","1,2,2","1,2,3","2,3,4","312","312"
"429","313","0","Volbeat",NULL,NULL,NULL,"1","0","0","0","0","0","7",NULL,"65","73","75","47","85","85",NULL,"7","177","3","8","4","6","35","68","158","3","8","Firefly","50","151","0","0","0","0","0","1","19","0","1,3,4","1,3,3","1,2,2","1,2,3","4,5,5","313","313"
"430","314","0","Illumise",NULL,NULL,NULL,"1","0","0","0","0","0","7",NULL,"65","47","75","73","85","85",NULL,"6","177","3","2","7","12","12","110","158","3","8","Firefly","50","151","0","0","0","0","0","1","19","0","1,3,4","1,2,2","1,3,3","1,3,3","4,5,5","314","314"
"431","315","0","Roselia",NULL,NULL,NULL,"1","0","0","0","1","0","12","4","50","60","45","100","80","65",NULL,"3","20","3","5","5","12","30","38","102","6","7","Thorn","50","140","0","0","0","2","0","0","80","0","1,3,3","1,2,3","1,4,5","1,2,3","2,3,3","315","315"
"432","316","0","Gulpin",NULL,NULL,NULL,"1","0","0","0","1","0","4",NULL,"70","43","53","43","53","40",NULL,"4","103","3","5","5","4","64","60","82","11",NULL,"Stomach","50","60","1","0","0","0","0","0","61","0","1,1,2","1,1,2","1,2,2","1,3,4","2,2,2","316","316"
"433","317","0","Swalot",NULL,NULL,NULL,"1","0","0","0","1","0","4",NULL,"100","73","83","73","83","55",NULL,"17","800","3","5","7","4","64","60","82","11",NULL,"Poison Bag","50","163","2","0","0","0","0","0","61","0","1,1,2","1,3,4","1,3,3","1,4,5","2,2,2","317","317"
"434","318","0","Carvanha",NULL,NULL,NULL,"1","0","0","0","0","0","11","17","45","90","20","65","20","65",NULL,"8","208","3","5","8","3","24",NULL,"3","12",NULL,"Savage","35","61","0","1","0","0","0","0","71","0","1,3,4","1,3,4","1,2,4","1,2,3","2,2,3","318","318"
"435","319","0","Sharpedo",NULL,NULL,NULL,"1","0","0","0","0","0","11","17","70","120","40","95","40","95",NULL,"18","888","3","5","2","3","24",NULL,"3","12",NULL,"Brutal","35","161","0","2","0","0","0","0","71","0","3,4,4","3,4,4","3,4,4","1,2,2","2,2,3","319","319"
"436","319","1","Mega Sharpedo","Mega","3",NULL,"0","1","0","0","0","0","11","17","70","140","70","110","65","105",NULL,"25","1303","6","5","2","3","173",NULL,NULL,"12",NULL,"Brutal","35","196","0","2","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10172","10070"
"437","320","0","Wailmer",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"130","70","35","70","35","60",NULL,"20","1300","3","5","2","3","41","12","46","5","12","Ball Whale","50","80","1","0","0","0","0","0","22","0","1,3,3","1,3,4","1,2,3","1,4,5","2,3,4","320","320"
"438","321","0","Wailord",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"170","90","45","90","45","60",NULL,"145","3980","3","5","2","3","41","12","46","5","12","Float Whale","50","175","2","0","0","0","0","0","22","1","1,2,3","2,4,5","1,1,1","1,5,5","2,2,4","321","321"
"439","322","0","Numel",NULL,NULL,NULL,"1","0","0","0","1","0","10","5","60","60","40","65","45","35",NULL,"7","240","3","5","10","8","12","86","20","5",NULL,"Numb","50","61","0","0","0","1","0","0","16","0","1,2,3","2,4,5","1,2,2","1,4,4","2,2,2","322","322"
"440","323","0","Camerupt",NULL,NULL,NULL,"1","0","0","0","1","0","10","5","70","100","70","105","75","40",NULL,"19","2200","3","5","8","8","40","116","83","5",NULL,"Eruption","50","161","0","1","0","1","0","0","16","0","1,3,3","4,5,5","1,2,2","1,3,4","2,2,2","323","323"
"441","323","1","Mega Camerupt","Mega","3",NULL,"0","1","0","0","0","0","10","5","70","120","100","145","105","20",NULL,"25","3205","6","5","8","8","125",NULL,NULL,"5",NULL,"Eruption","50","196","0","1","0","1","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10189","10087"
"442","324","0","Torkoal",NULL,NULL,NULL,"1","0","0","0","0","0","10",NULL,"70","85","140","85","70","20",NULL,"5","804","3","5","3","8","73","70","75","5",NULL,"Coal","50","165","0","0","2","0","0","0","16","0","1,1,2","1,4,5","1,2,3","2,4,5","2,2,2","324","324"
"443","325","0","Spoink",NULL,NULL,NULL,"1","0","0","0","0","0","14",NULL,"60","25","35","70","80","60",NULL,"7","306","3","5","1","4","47","20","82","5",NULL,"Bounce","50","66","0","0","0","0","1","0","31","0","1,2,3","1,2,3","1,2,3","2,4,4","3,4,5","325","325"
"444","326","0","Grumpig",NULL,NULL,NULL,"1","0","0","0","0","0","14",NULL,"80","45","65","90","110","80",NULL,"9","715","3","5","7","6","47","20","82","5",NULL,"Manipulate","50","165","0","0","0","0","2","0","31","0","1,2,2","1,3,5","1,3,5","1,4,5","2,3,3","326","326"
"445","327","0","Spinda",NULL,NULL,NULL,"1","0","0","0","0","0","1",NULL,"60","60","60","60","60","60",NULL,"11","50","3","5","3","6","20","77","126","5","8","Spot Panda","50","126","0","0","0","1","0","0","31","0","1,2,3","1,2,3","1,3,4","1,3,3","2,2,3","327","327"
"446","328","0","Trapinch",NULL,NULL,NULL,"1","0","0","0","0","0","5",NULL,"45","100","45","45","45","10",NULL,"7","150","3","5","3","14","52","71","125","3","14","Ant Pit","50","58","0","1","0","0","0","0","29","0","1,1,2","1,3,5","1,2,3","1,3,5","2,2,2","328","328"
"447","329","0","Vibrava",NULL,NULL,NULL,"1","0","0","0","0","0","5","16","50","70","50","50","50","70",NULL,"11","153","3","5","5","13","26",NULL,NULL,"3","14","Vibration","50","119","0","1","0","0","0","1","29","0","1,3,4","1,2,3","3,4,5","1,2,3","2,3,4","329","329"
"448","330","0","Flygon",NULL,NULL,NULL,"1","0","0","0","0","0","5","16","80","100","80","80","80","100",NULL,"20","820","3","5","5","9","26",NULL,NULL,"3","14","Mystic","50","260","0","1","0","0","0","2","29","0","1,3,4","1,3,5","1,3,4","1,2,2","4,5,5","330","330"
"449","331","0","Cacnea",NULL,NULL,NULL,"1","0","0","0","0","0","12",NULL,"50","85","40","85","40","35",NULL,"4","513","3","5","5","12","8",NULL,"11","7","8","Cactus","35","67","0","0","0","1","0","0","29","0","1,3,3","1,3,4","1,3,4","1,4,5","2,2,3","331","331"
"450","332","0","Cacturne",NULL,NULL,NULL,"1","0","0","0","1","0","12","17","70","115","60","115","60","55",NULL,"13","774","3","5","5","12","8",NULL,"11","7","8","Scarecrow","35","166","0","1","0","1","0","0","29","0","1,4,4","1,3,4","1,4,5","1,2,3","2,2,3","332","332"
"451","333","0","Swablu",NULL,NULL,NULL,"1","0","0","0","0","0","1","3","45","40","60","40","75","50",NULL,"4","12","3","5","2","9","30",NULL,"13","4","14","Cotton Bird","50","62","0","0","0","0","1","0","67","0","1,2,3","1,2,3","1,3,4","1,3,4","5,5,5","333","333"
"452","334","0","Altaria",NULL,NULL,NULL,"1","0","0","0","0","0","16","3","75","70","90","70","105","80",NULL,"11","206","3","5","2","9","30",NULL,"13","4","14","Humming","50","172","0","0","0","0","2","0","67","0","1,2,3","1,2,3","1,4,4","1,3,4","4,5,5","334","334"
"453","334","1","Mega Altaria","Mega","3",NULL,"0","1","0","0","0","0","16","18","75","110","110","110","105","80",NULL,"15","206","6","5","2","9","182",NULL,NULL,"4","14","Humming","50","207","0","0","0","0","2","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10169","10067"
"454","335","0","Zangoose",NULL,NULL,NULL,"1","0","0","0","0","0","1",NULL,"73","115","60","60","60","90",NULL,"13","403","3","5","9","6","17",NULL,"137","5",NULL,"Cat Ferret","50","160","0","2","0","0","0","0","77","0","1,2,3","2,4,5","1,3,4","2,4,5","2,3,3","335","335"
"455","336","0","Seviper",NULL,NULL,NULL,"1","0","0","0","0","0","4",NULL,"73","100","60","100","60","65",NULL,"27","525","3","5","1","2","61",NULL,"151","5","14","Fang Snake","50","160","0","1","0","1","0","0","77","0","1,3,4","1,3,4","1,4,5","2,4,5","2,2,2","336","336"
"456","337","0","Lunatone",NULL,NULL,NULL,"1","0","0","0","0","0","6","14","90","55","65","95","85","70",NULL,"10","1680","3","1","10","1","26",NULL,NULL,"10",NULL,"Meteorite","50","161","0","0","0","2","0","0","33","0","1,2,3","1,2,3","1,3,4","1,4,4","2,3,3","337","337"
"457","338","0","Solrock",NULL,NULL,NULL,"1","0","0","0","0","0","6","14","90","95","85","55","65","70",NULL,"12","1540","3","1","8","1","26",NULL,NULL,"10",NULL,"Meteorite","50","161","0","2","0","0","0","0","33","0","1,2,3","1,3,5","1,2,4","1,4,4","2,3,3","338","338"
"458","339","0","Barboach",NULL,NULL,NULL,"1","0","0","0","0","0","11","5","50","48","43","46","41","60",NULL,"4","19","3","5","4","3","12","107","93","12",NULL,"Whiskers","50","58","1","0","0","0","0","0","60","0","1,4,4","1,2,3","1,3,4","1,3,5","2,2,3","339","339"
"459","340","0","Whiscash",NULL,NULL,NULL,"1","0","0","0","0","0","11","5","110","78","73","76","71","60",NULL,"9","236","3","5","2","3","12","107","93","12",NULL,"Whiskers","50","164","2","0","0","0","0","0","60","0","1,2,2","1,4,5","1,3,4","1,4,5","2,2,2","340","340"
"460","341","0","Corphish",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"43","80","65","50","35","35",NULL,"6","115","3","5","8","14","52","75","91","2","9","Ruffian","50","62","0","1","0","0","0","0","25","0","1,3,4","1,3,4","1,3,4","1,3,4","2,2,2","341","341"
"461","342","0","Crawdaunt",NULL,NULL,NULL,"1","0","0","0","0","0","11","17","63","120","85","90","55","55",NULL,"11","328","3","5","8","14","52","75","91","2","9","Rogue","50","164","0","2","0","0","0","0","25","0","1,2,3","3,4,5","1,3,4","1,3,4","2,2,3","342","342"
"462","343","0","Baltoy",NULL,NULL,NULL,"1","0","0","0","0","0","5","14","40","40","55","40","70","55",NULL,"5","215","3","1","3","4","26",NULL,NULL,"10",NULL,"Clay Doll","50","60","0","0","0","0","1","0","10","0","2,3,4","1,2,3","2,4,5","1,3,4","2,2,3","343","343"
"463","344","0","Claydol",NULL,NULL,NULL,"1","0","0","0","0","0","5","14","60","70","105","70","120","75",NULL,"15","1080","3","1","1","4","26",NULL,NULL,"10",NULL,"Clay Doll","50","175","0","0","0","0","2","0","10","0","1,2,3","1,2,3","3,4,5","1,3,4","2,4,4","344","344"
"464","345","0","Lileep",NULL,NULL,NULL,"1","0","0","0","0","0","6","12","66","41","77","61","87","23",NULL,"10","238","3","7","7","5","21",NULL,"114","9",NULL,"Sea Lily","50","71","0","0","0","0","1","0","72","0","1,1,3","1,3,4","1,2,3","3,4,5","2,2,2","345","345"
"465","346","0","Cradily",NULL,NULL,NULL,"1","0","0","0","0","0","6","12","86","81","97","81","107","43",NULL,"15","604","3","7","5","5","21",NULL,"114","9",NULL,"Barnacle","50","173","0","0","0","0","2","0","72","0","1,1,1","1,4,4","1,2,3","2,5,5","2,2,2","346","346"
"466","347","0","Anorith",NULL,NULL,NULL,"1","0","0","0","0","0","6","7","45","95","50","40","50","75",NULL,"7","125","3","7","4","14","4",NULL,"33","9",NULL,"Old Shrimp","50","71","0","1","0","0","0","0","71","0","2,4,5","1,2,3","2,4,5","1,2,3","2,2,2","347","347"
"467","348","0","Armaldo",NULL,NULL,NULL,"1","0","0","0","0","0","6","7","75","125","100","70","80","45",NULL,"15","682","3","7","4","6","4",NULL,"33","9",NULL,"Plate","50","173","0","2","0","0","0","0","71","0","1,2,2","1,4,5","1,3,4","2,4,5","2,2,2","348","348"
"468","349","0","Feebas",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"20","15","20","10","55","80",NULL,"6","74","3","5","3","3","33","12","91","2","14","Fish","50","40","0","0","0","0","0","1","42","0","1,2,5","1,1,2","1,1,1","1,1,1","2,2,2","349","349"
"469","350","0","Milotic",NULL,NULL,NULL,"1","0","0","0","1","0","11",NULL,"95","60","79","100","125","81",NULL,"62","1620","3","5","6","2","63","172","56","2","14","Tender","50","189","0","0","0","0","2","0","42","0","1,4,4","1,2,3","1,5,5","1,4,5","2,3,3","350","350"
"470","351","0","Castform","Normal",NULL,NULL,"1","0","0","0","0","0","1",NULL,"70","70","70","70","70","70",NULL,"3","8","3","5","4","1","59",NULL,NULL,"6","11","Weather","50","147","1","0","0","0","0","0","2","0","1,4,4","1,2,4","1,2,4","1,2,4","2,4,4","351","351"
"471","351","1","Sunny Castform","Sunny Form",NULL,NULL,"0","1","0","0","0","0","10",NULL,"70","70","70","70","70","70",NULL,"3","8","3","5","8","1","59",NULL,NULL,"6","11","Weather","50","147","1","0","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10028","10013"
"472","351","2","Rainy Castform","Rainy Form",NULL,NULL,"0","1","0","0","0","0","11",NULL,"70","70","70","70","70","70",NULL,"3","8","3","5","2","1","59",NULL,NULL,"6","11","Weather","50","147","1","0","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10029","10014"
"473","351","3","Snowy Castform","Snowy Form",NULL,NULL,"0","1","0","0","0","0","15",NULL,"70","70","70","70","70","70",NULL,"3","8","3","5","9","1","59",NULL,NULL,"6","11","Weather","50","147","1","0","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10030","10015"
"474","352","0","Kecleon",NULL,NULL,NULL,"1","0","0","0","0","0","1",NULL,"60","90","70","60","120","40",NULL,"10","220","3","5","5","6","16",NULL,"168","5",NULL,"Color Swap","50","154","0","0","0","0","1","0","68","0","1,3,4","1,2,3","1,4,5","1,3,4","2,2,3","352","352"
"475","353","0","Shuppet",NULL,NULL,NULL,"1","0","0","0","0","0","8",NULL,"44","75","35","63","33","45",NULL,"6","23","3","5","1","1","15","119","130","11",NULL,"Puppet","35","59","0","1","0","0","0","0","36","0","1,4,5","1,1,2","1,2,3","1,1,3","2,4,4","353","353"
"476","354","0","Banette",NULL,NULL,NULL,"1","0","0","0","0","0","8",NULL,"64","115","65","83","63","65",NULL,"11","125","3","5","1","6","15","119","130","11",NULL,"Marionette","35","159","0","2","0","0","0","0","36","0","3,3,3","3,4,4","3,4,4","3,3,3","3,3,3","354","354"
"477","354","1","Mega Banette","Mega","3",NULL,"0","1","0","0","0","0","8",NULL,"64","165","75","93","83","75",NULL,"12","130","6","5","1","6","158",NULL,NULL,"11",NULL,"Marionette","35","194","0","2","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10156","10056"
"478","355","0","Duskull",NULL,NULL,NULL,"1","0","0","0","0","0","8",NULL,"20","40","90","30","90","25",NULL,"8","150","3","5","1","4","26",NULL,"119","11",NULL,"Requiem","35","59","0","0","0","0","1","0","36","0","1,4,4","1,2,3","1,1,3","1,2,3","2,4,4","355","355"
"479","356","0","Dusclops",NULL,NULL,NULL,"1","0","0","0","0","0","8",NULL,"40","70","130","60","130","25",NULL,"16","306","3","5","1","12","46",NULL,"119","11",NULL,"Beckon","35","159","0","0","1","0","1","0","36","0","1,2,3","1,3,4","1,4,4","1,4,5","2,2,2","356","356"
"480","357","0","Tropius",NULL,NULL,NULL,"1","0","0","0","0","0","12","3","99","68","83","72","87","51",NULL,"20","1000","3","5","5","8","34","94","139","1","7","Fruit","50","161","2","0","0","0","0","0","38","0","1,3,4","1,3,5","1,2,2","1,3,4","4,5,5","357","357"
"481","358","0","Chimecho",NULL,NULL,NULL,"1","0","0","0","0","0","14",NULL,"75","50","80","95","90","65",NULL,"6","10","3","5","2","4","26",NULL,NULL,"11",NULL,"Wind Chime","50","159","0","0","0","1","1","0","2","0","1,3,5","1,2,2","1,1,2","1,2,2","4,4,5","358","358"
"482","359","0","Absol",NULL,NULL,NULL,"1","0","0","0","0","0","17",NULL,"65","130","60","75","60","75",NULL,"12","470","3","5","9","8","46","105","154","5",NULL,"Disaster","35","163","0","2","0","0","0","0","36","0","1,3,5","1,3,4","1,3,3","1,3,4","2,3,3","359","359"
"483","359","1","Mega Absol","Mega","3",NULL,"0","1","0","0","0","0","17",NULL,"65","150","60","115","60","115",NULL,"12","490","6","5","9","8","156",NULL,NULL,"5",NULL,"Disaster","35","198","0","2","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10157","10057"
